-0.0337546	0.0361892	0.00714825	0.0542637	-0.0371847	0.041019	-0.00520475	0.0342972	-0.0109187	0.0433807	-0.0228477	-0.0174498	-0.0106742	0.0361702	-0.0449391	0.0137798	-0.0641895	-0.0213104	-0.0597454	-0.0304387	-0.00991012	-0.0134044	0.00401081	-0.0562926	-0.0574352	0.00756293	0.0539782	0.0680544	0.0332881	-0.0340522	-0.0256869	0.0114188
0.0300377	0.062882	0.0555254	0.0188661	-0.0267703	0.0317067	-0.0844387	-0.000302506	-0.0132983	0.0381734	-0.0489322	-0.00628622	0.0710616	-0.0112223	0.00833131	-0.0734237	-0.0389006	0.0318104	-0.00344359	0.0170795	-0.0103832	0.00797982	0.0153269	-0.0384467	-0.0695214	-0.068167	-0.0204293	0.0239784	-0.00134387	0.0617205	-0.00211458	-0.00809593
-0.00204429	0.0497675	0.027238	0.0637304	0.0731022	-0.00878859	-0.046318	0.0292167	-0.0659018	-0.0110748	0.0376511	-0.0447141	0.0405956	0.0137382	-0.0126808	0.051262	0.00158945	-0.021212	0.0185542	0.028011	0.0566814	0.00165863	0.0600527	0.011489	0.0268521	0.0459243	-0.00431561	-0.00899264	-0.055434	-0.0387689	0.009311	0.0333287
0.0782336	0.00630557	-0.0711707	0.0169689	0.00895633	-0.00280926	-0.089643	-0.00260729	-0.0200429	-0.00149296	0.0304585	0.000991455	0.0738981	-0.013522	0.0427341	0.019063	-0.014601	0.0354747	0.0363382	0.0296072	0.0215743	-0.0246373	-0.0262086	-0.0547293	-0.0195385	-0.0639352	-0.034659	-0.0377189	-0.0398999	0.019673	0.0146305	0.0478769
-0.0110667	-0.0420636	0.0122352	0.00375244	0.0346795	-0.0621925	-0.0420596	-0.0304215	0.0306184	-0.043523	-0.0299363	-0.0448806	0.032431	-0.0150626	0.0371286	0.013827	-0.0532325	-0.00884624	0.0634561	-0.0500164	0.0547066	-0.0129261	0.0500564	-0.00767238	0.0232463	0.0297873	0.0487637	0.0316948	-0.0387093	-0.0162582	0.0160665	0.00868234
-0.0208354	-0.0502749	0.0145868	-0.00524367	0.0274376	-0.055615	-0.0183857	-0.0364937	0.0464499	-0.049397	-0.0326481	-0.0528069	0.00842111	-0.011812	0.0291351	0.00323946	-0.0574492	-0.0130949	0.0504225	-0.0586594	0.055393	-0.00920963	0.0575599	0.00441298	0.0248931	0.0363104	0.0541382	0.0411278	-0.0312074	-0.0189686	0.0134454	-0.0109252
-0.0208384	-0.0502739	0.0145855	-0.00524878	0.0274417	-0.0556112	-0.0183808	-0.0364898	0.046451	-0.0494082	-0.0326587	-0.0528116	0.00842469	-0.0118089	0.0291327	0.00324285	-0.0574446	-0.0130981	0.0504283	-0.0586555	0.0553965	-0.00920938	0.0575522	0.0044114	0.0248893	0.0363036	0.0541376	0.041132	-0.0312057	-0.0189674	0.0134387	-0.010921
-0.0208389	-0.0502735	0.0145856	-0.00525122	0.0274435	-0.0556097	-0.0183792	-0.0364876	0.0464504	-0.0494119	-0.0326622	-0.0528132	0.00842655	-0.0118077	0.0291321	0.00324393	-0.0574435	-0.0130986	0.0504301	-0.0586547	0.0553978	-0.00921001	0.0575499	0.00441041	0.0248874	0.0363015	0.0541371	0.0411337	-0.0312054	-0.0189672	0.0134364	-0.0109192
-0.0208436	-0.0502719	0.014584	-0.00525905	0.0274496	-0.0556039	-0.0183713	-0.0364822	0.0464516	-0.0494284	-0.0326784	-0.0528203	0.00843194	-0.0118031	0.0291284	0.00324909	-0.0574375	-0.0131028	0.0504386	-0.0586487	0.0554033	-0.00920995	0.0575381	0.0044075	0.0248817	0.0362912	0.054136	0.0411399	-0.0312037	-0.0189651	0.0134265	-0.0109124
-0.0208487	-0.0502699	0.0145822	-0.00527076	0.0274587	-0.0555957	-0.0183614	-0.0364731	0.0464525	-0.0494511	-0.0327003	-0.0528301	0.00844005	-0.0117963	0.0291238	0.00325553	-0.0574287	-0.0131088	0.0504511	-0.0586417	0.0554107	-0.00921047	0.0575225	0.00440321	0.024873	0.0362771	0.0541344	0.0411489	-0.0312009	-0.0189629	0.0134126	-0.010903
-0.0208293	-0.0502771	0.0145891	-0.00523175	0.0274282	-0.0556235	-0.0183966	-0.0365028	0.0464483	-0.0493726	-0.0326246	-0.0527965	0.00841284	-0.011819	0.0291402	0.00323221	-0.0574587	-0.0130883	0.0504096	-0.0586675	0.0553851	-0.00920957	0.0575769	0.00441713	0.0249019	0.0363254	0.0541398	0.0411183	-0.0312106	-0.0189712	0.0134603	-0.010935
-0.0208509	-0.0502693	0.0145814	-0.00527204	0.0274597	-0.0555945	-0.0183587	-0.0364725	0.0464534	-0.0494556	-0.0327046	-0.0528318	0.00844104	-0.0117958	0.0291227	0.00325771	-0.0574273	-0.0131098	0.0504522	-0.0586393	0.0554124	-0.0092103	0.0575189	0.00440288	0.0248719	0.0362748	0.054134	0.0411506	-0.0312006	-0.0189618	0.0134103	-0.0109014
